320571,785168
320571,1471027
320571,3081872
320571,3107732
320571,3738290
320571,3907676
320571,4223048
320571,5670138
320571,6117019
320571,7393355
320571,7705629
320571,7820335
320571,7840885
320571,8478716
320571,9427552
320571,9466360
320571,10259290
320571,10499365
320571,10834767
320571,10838955
320571,11811054
320571,12324764
320571,12405197
320571,12580620
320571,12876917
320571,13436972
320571,14653469
320571,14785302
320571,17281764
320571,18909575
320571,19184983
320571,20008812
320571,20427023
320571,24910240
320571,27914761
320571,29360630
320571,30014565
320571,32754159
320571,34364621
320571,35386672
320571,37732022
320571,38747659
320571,40066913
320571,40520174
320571,43017041
320571,44800898
320571,50868003
320571,58467936
320571,58737913
320571,61571362
320571,61646546
320571,63435480
320571,63936930
320571,65094051
320571,65126352
320571,66817536
320571,70272918
320571,77832132
320571,80357055
320571,86098983
320571,91688588
320571,132894923
320571,139255099
320571,139602560
320571,140792721
320571,146079633
320571,146382879
320571,148000900
320571,150640946
320571,168696307
320571,173760161
320571,181070898
320571,207017346
320571,231629187
320571,246034870
320571,251248703
320571,253998876
320571,260334263
320571,278336965
320571,384408513
320571,398461709
320571,450631188
785168,320571
785168,3081872
785168,4223048
785168,5670138
785168,7840885
785168,8478716
785168,9466360
785168,10838955
785168,12324764
785168,12876917
785168,14653469
785168,14785302
785168,19184983
785168,20008812
785168,21091739
785168,27914761
785168,30014565
785168,34364621
785168,40520174
785168,50868003
785168,58737913
785168,61088949
785168,90676051
785168,139602560
785168,153046811
785168,181070898
785168,231629187
785168,233167150
785168,262091445
785168,266839804
785168,317073380
785168,318530031
785168,340169479
785168,346666691
785168,384408513
785168,410741874
785168,416673177
931447,3081872
931447,3738290
931447,4291113
931447,7205281
931447,11811054
931447,12479049
931447,14785302
931447,19723963
931447,55856839
931447,58651784
931447,90676051
931447,95491156
931447,143700435
931447,146048326
931447,149598586
931447,333168952
1199221,4722154
1199221,10838955
1471027,320571
1471027,10834767
1471027,15571860
1471027,20957994
1471027,21282361
1471027,33710471
1471027,52409500
1471027,53088197
1471027,60930600
1471027,62381200
1471027,71789576
1471027,91688588
1471027,95436817
1471027,95622841
1471027,95980426
1471027,96687033
1471027,165538416
1697647,14051951
1697647,14464179
1697647,22148264
1697647,35612590
1697647,58209555
1951654,5163734
1951654,5670138
1951654,12262699
1951654,12787486
1951654,13316971
1951654,15616786
1951654,21346755
1951654,23026502
1951654,28342053
1951654,32427806
1951654,52447148
1951654,62587656
1951654,65278986
1951654,78948181
1951654,134768309
1951654,139240110
1951654,165164928
1951654,206431806
1951654,296176673
2035235,5451417
2035235,10522148
2035235,13474920
2035235,90699891
2097133,2175134
2097133,3081872
2097133,3738290
2097133,5670138
2097133,10310044
2097133,43667660
2097133,46899350
2097133,139602560
2097133,145920833
2097133,283190019
2097133,347402225
2430016,7820335
2430016,8478716
2430016,12324764
2430016,17290052
2430016,18754632
2430016,19691926
2430016,40520174
2430016,55686424
2430016,72579138
2430016,77536430
2430016,77903915
2430016,83178898
2430016,96120122
2430016,119315648
2430016,318530031
2704877,7705629
2704877,7820335
2704877,40520174
2704877,318530031
3081872,320571
3081872,785168
3081872,931447
3081872,2097133
3081872,3738290
3081872,3816546
3081872,4223048
3081872,4291113
3081872,4564440
3081872,5670138
3081872,7205281
3081872,7393355
3081872,7705629
3081872,7820335
3081872,7840885
3081872,8478716
3081872,9466360
3081872,10147805
3081872,10259290
3081872,10747882
3081872,10838955
3081872,11811054
3081872,12324764
3081872,12479049
3081872,12580620
3081872,12876917
3081872,14653469
3081872,14785302
3081872,17290052
3081872,18909575
3081872,19184983
3081872,19723963
3081872,20008812
3081872,21091739
3081872,22148264
3081872,25077134
3081872,27914761
3081872,29225983
3081872,30014565
3081872,31097782
3081872,34364621
3081872,35063859
3081872,37329706
3081872,40520174
3081872,40970591
3081872,43017041
3081872,50868003
3081872,52409500
3081872,52859911
3081872,55856839
3081872,58467936
3081872,58615739
3081872,58651784
3081872,58737913
3081872,61646546
3081872,61952980
3081872,62815110
3081872,62880151
3081872,63435480
3081872,63936930
3081872,65094051
3081872,65126352
3081872,69315412
3081872,70016351
3081872,70272918
3081872,82745946
3081872,86098983
3081872,88878017
3081872,88906813
3081872,90060453
3081872,90676051
3081872,91688588
3081872,93672224
3081872,95491156
3081872,100589924
3081872,132894923
3081872,133579236
3081872,139255099
3081872,140792721
3081872,143700435
3081872,146048326
3081872,146382879
3081872,147721692
3081872,148000900
3081872,149598586
3081872,150640946
3081872,157312200
3081872,158337075
3081872,164753459
3081872,175605096
3081872,181070898
3081872,184273974
3081872,195012723
3081872,207017346
3081872,253998876
3081872,260334263
3081872,266839804
3081872,289461995
3081872,317073380
3081872,331516551
3081872,338508275
3107732,320571
3107732,4796649
3107732,5163734
3107732,7820335
3107732,7840885
3107732,8191759
3107732,43017041
3107732,58209555
3107732,62880151
3107732,70016351
3107732,91688588
3107732,96633466
3107732,318530031
3107732,388999501
3107732,398461709
3165540,3738290
3165540,10834767
3165540,10838955
3165540,11165954
3165540,12324764
3165540,20736582
3165540,45078535
3165540,91688588
3165540,139602560
3165540,148000900
3165540,181070898
3165540,450631188
3171195,4796649
3171195,6117019
3171195,9466360
3171195,10838955
3171195,11756480
3171195,11811054
3171195,14653469
3171195,14785302
3171195,18909575
3171195,19184983
3171195,35386672
3171195,40066913
3171195,40520174
3171195,40970591
3171195,58467936
3171195,63435480
3171195,84784156
3171195,105367274
3171195,139602560
3405722,5670138
3405722,7705629
3405722,7820335
3405722,14653469
3405722,15029701
3405722,18909575
3405722,19098106
3405722,19597593
3405722,19723963
3405722,22148264
3405722,25691068
3405722,32043402
3405722,32063572
3405722,35681797
3405722,38072052
3405722,40520174
3405722,50868003
3405722,58598404
3405722,58737913
3405722,61646546
3405722,62880151
3405722,68055429
3405722,82745946
3405722,86098983
3405722,88878017
3405722,92125568
3405722,93672224
3405722,101279674
3405722,131645616
3405722,138301281
3405722,139602560
3405722,146382879
3405722,175605096
3405722,181070898
3405722,184273974
3405722,289461995
3405722,296176673
3405722,318530031
3738290,320571
3738290,931447
3738290,2097133
3738290,3081872
3738290,3165540
3738290,4223048
3738290,7205281
3738290,7840885
3738290,8478716
3738290,9466360
3738290,10499365
3738290,10834767
3738290,12325849
3738290,14653469
3738290,14785302
3738290,17290052
3738290,20008812
3738290,25077134
3738290,30014565
3738290,30020302
3738290,32063572
3738290,37329706
3738290,40066913
3738290,46219176
3738290,50868003
3738290,58615739
3738290,62880151
3738290,67935185
3738290,70272918
3738290,82745946
3738290,90676051
3738290,91688588
3738290,100589924
3738290,133579236
3738290,139602560
3738290,146048326
3738290,175605096
3738290,206431806
3738290,260334263
3738290,289461995
3738290,317073380
3738290,333168952
3738290,384408513
3816546,3081872
3816546,12876917
3816546,20045955
3816546,37329706
3816546,253998876
3907676,320571
3907676,4223048
3907676,7840885
3907676,9466360
3907676,14785302
3907676,24910240
3907676,30014565
3907676,384408513
4223048,320571
4223048,785168
4223048,3081872
4223048,3738290
4223048,3907676
4223048,5670138
4223048,7205281
4223048,7705629
4223048,7840885
4223048,8478716
4223048,9466360
4223048,10259290
4223048,10834767
4223048,11756480
4223048,12876917
4223048,14653469
4223048,14785302
4223048,15616786
4223048,18909575
4223048,19184983
4223048,20008812
4223048,24910240
4223048,27914761
4223048,37329706
4223048,37732022
4223048,44800898
4223048,50868003
4223048,58467936
4223048,63476987
4223048,70272918
4223048,80357055
4223048,90676051
4223048,133579236
4223048,140792721
4223048,157312200
4223048,181070898
4223048,233167150
4223048,253998876
4223048,260334263
4223048,338508275
4291113,931447
4291113,3081872
4291113,7205281
4291113,7820335
4291113,12479049
4291113,14653469
4291113,14785302
4291113,20008812
4291113,58651784
4291113,70016351
4291113,90676051
4291113,100589924
4291113,143700435
4291113,333168952
4291113,398461709
4363193,10747882
4363193,12405197
4363193,14932749
4363193,16924349
4363193,19184983
4363193,25372265
4363193,31097782
4363193,34352745
4363193,34937420
4363193,36945818
4363193,39530954
4363193,47269380
4363193,48147917
4363193,48184021
4363193,50381773
4363193,58261105
4363193,60389014
4363193,61646546
4363193,67733917
4363193,68069584
4363193,70016351
4363193,78380280
4363193,79336746
4363193,80879389
4363193,81262367
4363193,83256811
4363193,85832814
4363193,85943749
4363193,92295846
4363193,93672224
4363193,95622841
4363193,119306365
4363193,122833645
4363193,125750413
4363193,142192240
4363193,148245299
4363193,157312200
4363193,159679768
4363193,171530948
4363193,204260313
4363193,277320159
4363193,352519754
4515327,5670138
4515327,14653469
4515327,14785302
4515327,15029701
4515327,17290052
4515327,20736582
4515327,52409500
4515327,58651784
4515327,63936930
4515327,139602560
4515327,184273974
4515327,368199860
4515327,398461709
4530424,10070844
4564440,2175134
4564440,3081872
4564440,5670138
4564440,7393355
4564440,7820335
4564440,10259290
4564440,10499365
4564440,10747882
4564440,12324764
4564440,12876917
4564440,14785302
4564440,15565421
4564440,16111462
4564440,20427023
4564440,31097782
4564440,35014776
4564440,40520174
4564440,43017041
4564440,47821528
4564440,50381773
4564440,50868003
4564440,52220563
4564440,61646546
4564440,62880151
4564440,68082754
4564440,102147309
4564440,139602560
4564440,147721692
4564440,148245299
4564440,151505042
4564440,187443032
4564440,194777659
4564440,266839804
4564440,318530031
4564440,450631188
4569741,151505042
4631623,5670138
4631623,7705629
4631623,9466360
4631623,10834767
4631623,26581832
4631623,32063572
4631623,61088949
4631623,322589627
4631623,381782273
4631623,410741874
4631623,421303642
4722154,1199221
4722154,4796649
4722154,10838955
4722154,212268423
4796649,3107732
4796649,3171195
4796649,4722154
4796649,5670138
4796649,6117019
4796649,9466360
4796649,10747882
4796649,10834767
4796649,10838955
4796649,11756480
4796649,12324764
4796649,13436972
4796649,29360630
4796649,32063572
4796649,32754159
4796649,40066913
4796649,45078535
4796649,50868003
4796649,58209555
4796649,61571362
4796649,91688588
4796649,96633466
4796649,139602560
4796649,148000900
4796649,150640946
4796649,175605096
4912061,13436972
5163734,1951654
5163734,3107732
5163734,7705629
5163734,45833810
5451417,2035235
5451417,10522148
5451417,13474920
5451417,90699891
5670138,320571
5670138,785168
5670138,1951654
5670138,2097133
5670138,3081872
5670138,3405722
5670138,4223048
5670138,4515327
5670138,4564440
5670138,4631623
5670138,4796649
5670138,7393355
5670138,7820335
5670138,8478716
5670138,9466360
5670138,10147805
5670138,10259290
5670138,10747882
5670138,10834767
5670138,10838955
5670138,11756480
5670138,12324764
5670138,12787486
5670138,12876917
5670138,13436972
5670138,13454819
5670138,15029701
5670138,15565421
5670138,16111462
5670138,18909575
5670138,19184983
5670138,19723963
5670138,24910240
5670138,27914761
5670138,30494773
5670138,35063859
5670138,39530954
5670138,39948297
5670138,40066913
5670138,40520174
5670138,40970591
5670138,44800898
5670138,45078535
5670138,47218766
5670138,50868003
5670138,50895221
5670138,55856839
5670138,58737913
5670138,59118528
5670138,62880151
5670138,63435480
5670138,63476987
5670138,70016351
5670138,70272918
5670138,72057756
5670138,72579138
5670138,80357055
5670138,82745946
5670138,86098983
5670138,89333447
5670138,90060453
5670138,90676051
5670138,91688588
5670138,93672224
5670138,139602560
5670138,142192240
5670138,148000900
5670138,151632755
5670138,175605096
